source,id,title,authors,publication_year,publisher,language,rights,access,is_public_domain,isbn,oclc_num,lccn,bib_fmt,pub_place,holding_library,source_url,catalog_url
hathitrust,uc1.31175038046721,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.31175038046721,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4039517,Deutsche Dialektgeographie,,1915,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4039517,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015699,Deutsche Dialektgeographie,,1915,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015699,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015700,Deutsche Dialektgeographie,,1929,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015700,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015701,Deutsche Dialektgeographie,,1938,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015701,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015702,Deutsche Dialektgeographie,,1927,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015702,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015703,Deutsche Dialektgeographie,,1935,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015703,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015704,Deutsche Dialektgeographie,,1937,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015704,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015705,Deutsche Dialektgeographie,,1938,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015705,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015706,Deutsche Dialektgeographie,,1939,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015706,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015707,Deutsche Dialektgeographie,,1935,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015707,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015708,Deutsche Dialektgeographie,,1941,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015708,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015709,Deutsche Dialektgeographie,,1957,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015709,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015711,Deutsche Dialektgeographie,,1957,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015711,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015712,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015712,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015713,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015713,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015714,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015714,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015715,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015715,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015716,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015716,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015717,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015717,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015718,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015718,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015719,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015719,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015720,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015720,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b4015721,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b4015721,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.b5142908,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.b5142908,https://catalog.hathitrust.org/Record/000045719
hathitrust,umn.319510012285407,Deutsche Dialektgeographie,,1908,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UMN,https://babel.hathitrust.org/cgi/pt?id=umn.319510012285407,https://catalog.hathitrust.org/Record/000045719
hathitrust,umn.319510012285415,Deutsche Dialektgeographie,,1919,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UMN,https://babel.hathitrust.org/cgi/pt?id=umn.319510012285415,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.l0075868844,Deutsche Dialektgeographie,,1923,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.l0075868844,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.l0060149382,Deutsche Dialektgeographie,,1966,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.l0060149382,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.l0068345412,Deutsche Dialektgeographie,,1909,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.l0068345412,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.l0068341049,Deutsche Dialektgeographie,,1915,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.l0068341049,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.l0068319094,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.l0068319094,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.a0007900707,Deutsche Dialektgeographie,,1908,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.a0007900707,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.a0007900749,Deutsche Dialektgeographie,,1915,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.a0007900749,https://catalog.hathitrust.org/Record/000045719
hathitrust,uc1.a0007900756,Deutsche Dialektgeographie,,1921,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,UC,https://babel.hathitrust.org/cgi/pt?id=uc1.a0007900756,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039539427,Deutsche Dialektgeographie,,1915,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039539427,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039539435,Deutsche Dialektgeographie,,1916,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039539435,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039539443,Deutsche Dialektgeographie,,1936,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039539443,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039539450,Deutsche Dialektgeographie,,1938,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039539450,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039539468,Deutsche Dialektgeographie,,1916,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039539468,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039539476,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,und,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039539476,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015001215584,Deutsche Dialektgeographie,,1921,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015001215584,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039539484,Deutsche Dialektgeographie,,1923,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039539484,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039539492,Deutsche Dialektgeographie,,1974,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039539492,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039556041,Deutsche Dialektgeographie,,1926,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039556041,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015011561167,Deutsche Dialektgeographie,,1934,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015011561167,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015010524208,Deutsche Dialektgeographie,,1938,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015010524208,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015041195630,Deutsche Dialektgeographie,,1973,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015041195630,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039556058,Deutsche Dialektgeographie,,1930,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039556058,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039556066,Deutsche Dialektgeographie,,2999,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,pdus,allow,True,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039556066,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015009190649,Deutsche Dialektgeographie,,1938,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015009190649,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039556074,Deutsche Dialektgeographie,,1936,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039556074,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039556082,Deutsche Dialektgeographie,,1937,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039556082,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039556108,Deutsche Dialektgeographie,,1939,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039556108,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039556116,Deutsche Dialektgeographie,,1941,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039556116,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039556124,Deutsche Dialektgeographie,,1940,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039556124,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039556132,Deutsche Dialektgeographie,,1941,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039556132,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015039556140,Deutsche Dialektgeographie,,1942,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015039556140,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015008614698,Deutsche Dialektgeographie,,1942,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008614698,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015028952318,Deutsche Dialektgeographie,,1963,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015028952318,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015017634489,Deutsche Dialektgeographie,,1964,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015017634489,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015052605808,Deutsche Dialektgeographie,,1967,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015052605808,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015061527084,Deutsche Dialektgeographie,,1959,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015061527084,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015066208193,Deutsche Dialektgeographie,,1957,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015066208193,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015066207914,Deutsche Dialektgeographie,,1962,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015066207914,https://catalog.hathitrust.org/Record/000045719
hathitrust,mdp.39015066208060,Deutsche Dialektgeographie,,1974,"N.G. Elwert'sche Verlagsbuchhandlung, 1908-",ger,ic,deny,False,,1566366,31015487,SE,gw ,MIU,https://babel.hathitrust.org/cgi/pt?id=mdp.39015066208060,https://catalog.hathitrust.org/Record/000045719
